index,user_id,sentence_index,sentence,goal_topic,goal_type,knowledge,recdial,sentiment_star,sentiment_score,is_bot_talk_first,is_user,deny,recommend_sf
18,3,3,Hehe. This weather is suitable to eat Sautéed Spicy Pork.,Sautéed\xa0Spicy\xa0Pork\xa0,Food recommendation,"Sunny with northwest winds. The high will be 6 ℃, and low - 12 ℃, Perfect for having, Sautéed\xa0Spicy\xa0Pork\xa0",1,4,0.3090434372425079,0,0,False,
19,3,4,I was thinking about what to eat and then you recommend. You can read my mind.,Sautéed\xa0Spicy\xa0Pork\xa0,Food recommendation,,1,4,0.4634120464324951,0,1,False,Success
20,3,5,Haha. Then don't miss Sautéed Spicy Pork.,Sautéed\xa0Spicy\xa0Pork\xa0,Food recommendation,"Sautéed\xa0Spicy\xa0Pork\xa0, Type, Hot Dishes",1,2,0.3546344637870789,0,0,True,
21,3,6,I'll have it for lunch.,Sautéed\xa0Spicy\xa0Pork\xa0,Food recommendation,,1,4,0.3650745451450348,0,1,False,Success
22,3,7,"I know a place which cooks Sautéed Spicy Pork very well, and that is Laoqi Sichuan Restaurant.",Laoqi Sichuan Restaurant,POI recommendation,"Laoqi Sichuan Restaurant, Specials, Sautéed\xa0Spicy\xa0Pork\xa0",1,4,0.2637706696987152,0,0,False,
23,3,8,How much does this restaurant cost per person?,Laoqi Sichuan Restaurant,POI recommendation,"Laoqi Sichuan Restaurant, Price per person, 32",1,2,0.2772743701934814,0,1,True,Failure
24,3,9,32 yuan.,Laoqi Sichuan Restaurant,POI recommendation,"Laoqi Sichuan Restaurant, Price per person, 32",1,1,0.4588002264499664,0,0,True,
25,3,10,It's affordable. What's the address?,Laoqi Sichuan Restaurant,POI recommendation,"Laoqi Sichuan Restaurant, Address, Next to Yinhe Yuzhuang, Jinse Jiayuan, No.914 Qilian Road, Chengbei District",1,4,0.4070425629615784,0,1,False,Success
26,3,11,"Next to Yinhe Fish, Golden Home, No.914 Qilian Road, Chengbei District. It's easy to find it.",Laoqi Sichuan Restaurant,POI recommendation,"Laoqi Sichuan Restaurant, Address, Next to Yinhe Yuzhuang, Jinse Jiayuan, No.914 Qilian Road, Chengbei District",1,5,0.5256816148757935,0,0,False,
27,3,12,Okay. I've checked it and it's not very far. What about the ratings?,Laoqi Sichuan Restaurant,POI recommendation,"Laoqi Sichuan Restaurant, Rating, 4.7",1,3,0.844613790512085,0,1,False,Success
28,3,13,"4.7 points, very high.",Laoqi Sichuan Restaurant,POI recommendation,"Laoqi Sichuan Restaurant, Rating, 4.7",1,4,0.7920590043067932,0,0,False,
29,3,14,"The score is high. Okay, I'll choose this one. Three of us, at around 1 pm. Would you please make a reservation?",Laoqi Sichuan Restaurant,POI recommendation,,1,3,0.5997591614723206,0,1,False,Success
30,3,15,"Okay, I'll do it right now.",Laoqi Sichuan Restaurant,POI recommendation,,1,3,0.8152794241905212,0,0,False,
31,3,16,"Thank you. I'll go first, bye.",Say goodbye,Say goodbye,,0,5,0.6186135411262512,0,1,False,
32,3,17,Okay. Goodbye.,Say goodbye,Say goodbye,,0,3,0.800399124622345,0,0,False,
33,11,0,What's the weather like today?,Ask about weather,Ask about weather,"Kunming, 2018-11-17, Sunny with variable winds. The high will be 21 ℃, and low 8 ℃",0,3,0.3283110857009888,0,1,False,
34,11,1,"Today in Kunming it is sunny, with variable winds. The high will be 21 ℃ and low 8 ℃. The weather is okay.",Ask about weather,Ask about weather,"Kunming, 2018-11-17, Sunny with variable winds. The high will be 21 ℃, and low 8 ℃",0,3,0.5657896399497986,0,0,False,
35,11,2,Today's weather is pretty good!,Ask about weather,Ask about weather,,0,4,0.5487549901008606,0,1,False,
36,11,3,Yes. The temperature is suitable for poached spicy slices of pork.,poached spicy slices of pork,Food recommendation,"Sunny with variable winds. The high will be 21 ℃, and low 8 ℃, Perfect for having, poached spicy slices of pork",1,4,0.3487970530986786,0,0,False,
37,11,4,This is my favorite food.,poached spicy slices of pork,Food recommendation,,1,5,0.9035190343856812,0,1,False,Success
38,11,5,This hot dish is a household name.,poached spicy slices of pork,Food recommendation,"poached spicy slices of pork, Type, Hot Dishes",1,5,0.6617023944854736,0,0,False,
39,11,6,I'm a little hungry now. I want to eat it.,poached spicy slices of pork,Food recommendation,,1,4,0.4989616572856903,0,1,False,Success
40,11,7,"Well, you can try it at Yicaiyige Classic Sichuan Dishes(Qicai Me Town Store). It is said that the poached spicy slices of pork here is very authentic.",poached spicy slices of pork,POI recommendation,"Yicaiyige Classic Sichuan Dishes(Qicai Me Town Store), Specials, poached spicy slices of pork",1,5,0.5277776122093201,0,0,False,
41,11,8,What's the price per person in this restaurant?,poached spicy slices of pork,POI recommendation,"Yicaiyige Classic Sichuan Dishes(Qicai Me Town Store), Price per person, 53",1,3,0.2813725173473358,0,1,False,Success
42,11,9,53 yuan.,poached spicy slices of pork,POI recommendation,"Yicaiyige Classic Sichuan Dishes(Qicai Me Town Store), Price per person, 53",1,1,0.4476623237133026,0,0,True,
43,11,10,Where is it?,poached spicy slices of pork,POI recommendation,"Yicaiyige Classic Sichuan Dishes(Qicai Me Town Store), Address, 5/F at Colorful Metown Shopping Center, Baita Road, Panlong District",1,1,0.285067617893219,0,1,True,Failure
44,11,11,"5th floor, Qicai METOWN Shopping Center, Baitai Road, Panlong District.",poached spicy slices of pork,POI recommendation,"Yicaiyige Classic Sichuan Dishes(Qicai Me Town Store), Address, 5/F at Colorful Metown Shopping Center, Baita Road, Panlong District",1,5,0.5109056234359741,0,0,False,
45,11,12,Do you know about the ratings?,poached spicy slices of pork,POI recommendation,"Yicaiyige Classic Sichuan Dishes(Qicai Me Town Store), Rating, 3.7",1,3,0.3126221597194672,0,1,False,Success
46,11,13,3.7 points.,poached spicy slices of pork,POI recommendation,"Yicaiyige Classic Sichuan Dishes(Qicai Me Town Store), Rating, 3.7",1,3,0.5984252691268921,0,0,False,
47,11,14,Okay. I'll be there at 21:00. Please make a reservation for me.,poached spicy slices of pork,POI recommendation,,1,3,0.8481532335281372,0,1,False,Success
48,11,15,"OK, I'll make a reservation for you now.",poached spicy slices of pork,POI recommendation,,1,3,0.6197161674499512,0,0,False,
49,11,16,Then I'm leaving to get myself prepared. Bye.,Say goodbye,Say goodbye,,0,3,0.2688092589378357,0,1,False,
50,11,17,See ya!,Say goodbye,Say goodbye,,0,5,0.4948725998401642,0,0,False,
51,15,0,"Good morning, Miss Qiqin Xu!",Greetings,Greetings,,0,5,0.5593326091766357,1,0,False,
52,15,1,Good afternoon!,Greetings,Greetings,,0,4,0.4462607502937317,1,1,False,
53,15,2,How's your work recently?,Greetings,Greetings,,0,5,0.3475774228572845,1,0,False,
54,15,3,I've been doing my work with ease.,Greetings,Greetings,,0,4,0.4746049344539642,1,1,False,
55,15,4,"The Best Voice is recommended to you. In the song, everyone has their own recognition. It's like a hundred flowers bloom and a hundred schools of thought contend",The Best Voice,Music recommendation,"The Best Voice, Comments, It is really like a hundred flowers in bloom and a hundred schools of thought contend. Everyone has their own recognition.",1,5,0.8002548813819885,1,0,False,
56,15,5,Not really for music right now.,The Best Voice,Music recommendation,,1,2,0.4881718754768372,1,1,True,Failure
57,15,6,It's sung by Jacky Cheung. Do you like him?,Jacky Cheung,Chat about stars,"Jacky Cheung, Sings, The Best Voice",0,4,0.2898236215114593,1,0,False,
58,15,7,I like him very much. He's a solid singer in the entertainment circle.,Jacky Cheung,Chat about stars,"Jacky Cheung, Intro, skilled celebrities in entertainment industry",0,5,0.5397576689720154,1,1,False,
59,15,8,"Yes, he's the Ten Outstanding Young Persons of Hong Kong.",Jacky Cheung,Chat about stars,"Jacky Cheung, Achievement, Ten Outstanding Young Persons of Hong Kong",0,5,0.8856868743896484,1,0,False,
60,15,9,He's really excellent.,Jacky Cheung,Chat about stars,,0,5,0.8771663904190063,1,1,False,
61,15,10,"I'd like to recommend his movie 1:99 Shorts to you, which tells a story about persons in each round windows.",1:99 Shorts,Movie recommendation,"Jacky Cheung, Stars, 1:99 Shorts",1,4,0.5751191973686218,1,0,False,
62,15,11,I've seen it before. You can recommend me another one.,1:99 Shorts,Movie recommendation,,1,5,0.5121421217918396,1,1,False,Success
63,15,12,How about True Love? It tells a story about a perfectionist who lacks sense of security.,True Love,Movie recommendation,"True Love, Comments, a perfectionist who lacks a sense of security",1,3,0.2836845517158508,1,0,False,
64,15,13,Who is the director?,True Love,Movie recommendation,"True Love, Director, Tan Langchang",1,1,0.3207536935806274,1,1,True,Failure
65,15,14,Langchang Tan.,True Love,Movie recommendation,"True Love, Director, Tan Langchang",1,4,0.2422639429569244,1,0,False,
66,15,15,It sounds great. I will see it.,True Love,Movie recommendation,,1,5,0.6388072371482849,1,1,False,Success
67,15,16,Hope you'll like it.,True Love,Movie recommendation,,1,4,0.4179401993751526,1,0,False,
68,15,17,I'm at school. Talk to you later. I'll see it when I have time.,Say goodbye,Say goodbye,,0,4,0.39996737241745,1,1,False,
69,15,18,Bye!,Say goodbye,Say goodbye,,0,5,0.5580794811248779,1,0,False,
70,15,19,Bye!,Say goodbye,Say goodbye,,0,5,0.5580794811248779,1,1,False,
71,18,0,"Hello, Shanxiao Wang.",Greetings,Greetings,,0,5,0.510498046875,1,0,False,
72,18,1,Good afternoon!,Greetings,Greetings,,0,4,0.4462607502937317,1,1,False,
73,18,2,How are you doing?,Greetings,Greetings,,0,5,0.4286596179008484,1,0,False,
74,18,3,"Not good, I didn't do well in the exam",Greetings,Greetings,,0,2,0.569987416267395,1,1,True,
75,18,4,It doesn't matter. Keep working hard. Let's have a chat. What's your favorite movie?,Ask questions,Ask questions,"shanxiao Wang, Likes, Reset",0,3,0.2371782362461089,1,0,False,
76,18,5,The Rest.,Ask questions,Ask questions,"shanxiao Wang, Likes, Reset",0,3,0.3006747663021088,1,1,False,
77,18,6,Which star in the play do you like best?,Ask questions,Ask questions,"shanxiao Wang, Likes, Mi Yang",0,5,0.3155975341796875,1,0,False,
78,18,7,Yang Mi.,Ask questions,Ask questions,"shanxiao Wang, Likes, Mi Yang",0,3,0.2811934947967529,1,1,False,
79,18,8,She's awesome. She has won the Golden Eagle Award for Most Popular Actress.,Mi Yang,Chat about stars,"Mi Yang, Achievement, Golden Eagle Award for Most Popular Actress",0,5,0.8795850872993469,1,0,False,
80,18,9,She also won the Best Actress of The Houston International Film Festival.,Mi Yang,Chat about stars,"Mi Yang, Achievement, Best Actress of Houston International Film Festival",0,4,0.3758328855037689,1,1,False,
81,18,10,She seldom uses doubles when acting. She usually acts by herself. Few stars can do that.,Mi Yang,Chat about stars,,0,3,0.5084926486015321,1,0,False,
82,18,11,That's right. That's why she has got such achievements.,Mi Yang,Chat about stars,,0,3,0.3128960430622101,1,1,False,
83,18,12,"I'd like to recommend her movie L.O.R.D（Legend of Ravaging Dynasties）to you. Although its CG special effects is still flawed, it has made a lot of progress comparing with other domestic ones.",L.O.R.D（Legend of Ravaging Dynasties）,Movie recommendation,"L.O.R.D（Legend of Ravaging Dynasties）, Comments, The CG effects in L.O.R.D (Legend of Ravaging Dynasties) are still dissatisfactory for the audience, but compared with Chinese domestic special effects, they have improved a lot. The best part of the film is Bingbing Fans hair. In one of the scenes, Bingbing Fan looks up and cries, with her silky hair spreading out in the air, which looks like a shampoo advertisement. Guo Jingming makes a wise choice to use both real people and CG effects, so that the audience can enjoy both the good-looking cast and the action stunts which cannot be done in fantasy films. The film looks like a large transition animation for a single-player game. But it avoids the awkwardness of live-action performance in Ice Fantasy and distracts the audiences attention on the slightly embarrassing acting of a group of fresh actors and actresses. In addition, the soundtrack of fight scenes matches the films grand background, making it a bit of a Japanese animation.",1,4,0.6943948864936829,1,0,False,
84,18,13,I don't want to see it for the moment.,L.O.R.D（Legend of Ravaging Dynasties）,Movie recommendation,,1,3,0.5096206665039062,1,1,False,Success
85,18,14,"How about her funny movie All's Well, Ends Well 2012? If you want to relax, you can watch it.",All's Well,Movie recommendation,"Mi Yang, Stars, Alls Well, Ends Well 2012",1,5,0.3924455046653748,1,0,False,
86,18,15,Who is the director?,Ends Well 2012,Movie recommendation,"Alls Well, Ends Well 2012, Director, Chan Hingka, Janet Chun",1,1,0.3207536935806274,1,1,True,Failure
87,18,16,It was directed by Qingjia Chen and Xiaozhen Qin.,All's Well,Movie recommendation,"Alls Well, Ends Well 2012, Director, Chan Hingka, Janet Chun",1,4,0.3435730934143066,1,0,False,
88,18,17,How do people say about it?,Ends Well 2012,Movie recommendation,"Alls Well, Ends Well 2012, Reputation, good reputation",1,3,0.2491641044616699,1,1,False,Success
89,18,18,Not bad.,All's Well,Movie recommendation,"Alls Well, Ends Well 2012, Reputation, good reputation",1,3,0.522614061832428,1,0,False,
90,18,19,I'll see it later. Hope it won't let me down.,Ends Well 2012,Movie recommendation,,1,3,0.4689776003360748,1,1,False,Success
91,18,20,"Well, it won't, goodbye.",All's Well,Say goodbye,,0,1,0.3640909194946289,1,0,True,
92,18,21,See ya!,Ends Well 2012,Say goodbye,,0,5,0.4948725998401642,1,1,False,
93,32,0,What's the weather like today?,Ask about weather,Ask about weather,"Urumqi, 2018-10-3, After a steady rain occur cloudy skies. Northwest winds. The high will be 13 ℃, and low 6 ℃",0,3,0.3283110857009888,0,1,False,
94,32,1,The moderate rain turns to mostly cloudy with northwest winds. The high temperature will be 13 ℃ and the low will be 6 ℃.,Ask about weather,Ask about weather,"Urumqi, 2018-10-3, After a steady rain occur cloudy skies. Northwest winds. The high will be 13 ℃, and low 6 ℃",0,3,0.4554257094860077,0,0,False,
95,32,2,"Oh, I see. It's nice to have you.",Ask about weather,Ask about weather,,0,4,0.4302213788032532,0,1,False,
96,32,3,"Heehee, it's really an enjoyment to eat a pot of Spicy Crawfish in such weather.",Spicy Crawfish,Food recommendation,"After a steady rain occur cloudy skies. Northwest winds. The high will be 13 ℃, and low 6 ℃, Perfect for having, Spicy Crawfish",1,4,0.4504140317440033,0,0,False,
97,32,4,It's really suitable for eating hot food,Spicy Crawfish,Food recommendation,"Spicy Crawfish, Type, Hot Dishes",1,4,0.451735645532608,0,1,False,Success
98,32,5,"Yeah, many people like it.",Spicy Crawfish,Food recommendation,,1,5,0.4075653851032257,0,0,False,
99,32,6,I'm starting to drool.,Spicy Crawfish,Food recommendation,,1,2,0.3933118283748626,0,1,True,Failure
100,32,7,Let me recommend Chuanlaojiu Chuanchuanxiang Restaurant for you. Its order is as high as 1674. You must try it.,Chuanlaojiu Chuanchuanxiang,POI recommendation,"Chuanlaojiu Chuanchuanxiang, Number of orders, 1674",1,5,0.5542682409286499,0,0,False,
101,32,8,Where is the restaurant?,Chuanlaojiu Chuanchuanxiang,POI recommendation,"Chuanlaojiu Chuanchuanxiang, Address, No. 226, Beijing North Road, Xinshi District (1/F of Fengshang Cuiyuan)",1,1,0.3055659532546997,0,1,True,Failure
102,32,9,"No. 226(Fengshang Cuiyuan Dishang), North Beijing Road, Xinshi District.",Chuanlaojiu Chuanchuanxiang,POI recommendation,"Chuanlaojiu Chuanchuanxiang, Address, No. 226, Beijing North Road, Xinshi District (1/F of Fengshang Cuiyuan)",1,5,0.3403789103031158,0,0,False,
103,32,10,What's the score?,Chuanlaojiu Chuanchuanxiang,POI recommendation,"Chuanlaojiu Chuanchuanxiang, Rating, 4.5",1,3,0.316224604845047,0,1,False,Success
104,32,11,It's as high as 4.5.,Chuanlaojiu Chuanchuanxiang,POI recommendation,"Chuanlaojiu Chuanchuanxiang, Rating, 4.5",1,4,0.5772244334220886,0,0,False,
105,32,12,What about the per capita prices?,Chuanlaojiu Chuanchuanxiang,POI recommendation,"Chuanlaojiu Chuanchuanxiang, Price per person, 31",1,2,0.3150498569011688,0,1,True,Failure
106,32,13,It's only 31 yuan.,Chuanlaojiu Chuanchuanxiang,POI recommendation,"Chuanlaojiu Chuanchuanxiang, Price per person, 31",1,1,0.4449130594730377,0,0,True,
107,32,14,The price is very reasonable and it's not far away. Please make a reservation for me for 2 people at 12 noon tomorrow. Thank you.,Chuanlaojiu Chuanchuanxiang,POI recommendation,,1,4,0.2980934679508209,0,1,False,Success
108,32,15,"Ok, I've done it. I'll remind you at that time.",Chuanlaojiu Chuanchuanxiang,POI recommendation,,1,3,0.5975268483161926,0,0,False,
109,32,16,"Well, it's time to go to bed. Talk to you later. Bye.",Say goodbye,Say goodbye,,0,5,0.3478558361530304,0,1,False,
110,32,17,Bye!,Say goodbye,Say goodbye,,0,5,0.5580794811248779,0,0,False,
111,45,0,Are you there? What's the weather like today,Ask about weather,Ask about weather,"Qingdao, 2018-11-8, Mostly cloudy skies come after a light rain. North winds. The high will be 9 ℃, and low 5 ℃",0,3,0.2755192518234253,0,1,False,
112,45,1,The mostly cloudy skies come after a light rain with north winds today in Qingdao. The high temperature will be 9 ℃ and the low will be 5℃.,Ask about weather,Ask about weather,"Qingdao, 2018-11-8, Mostly cloudy skies come after a light rain. North winds. The high will be 9 ℃, and low 5 ℃",0,3,0.3553971350193024,0,0,False,
113,45,2,I see. You are very awesome.,Ask about weather,Ask about weather,,0,5,0.8591492772102356,0,1,False,
114,45,3,It's suitable for eating Jiaozi\xa0Stuffed\xa0with Celery in such weather.,Jiaozi\xa0Stuffed\xa0with Celery,Food recommendation,"Mostly cloudy skies come after a light rain. North winds. The high will be 9 ℃, and low 5 ℃, Perfect for having, Jiaozi\xa0Stuffed\xa0with Celery",1,4,0.4318570494651793,0,0,False,
115,45,4,Celery is great. Like your recommendation.,Jiaozi\xa0Stuffed\xa0with Celery,Food recommendation,"Jiaozi\xa0Stuffed\xa0with Celery, Ingredients, flour、Celery、Scallion、pork、Purple sweet potato、oil、five-spice powder、salt、Sichuan Pepper、Ginger powder、Vinegar、light soy sauce",1,5,0.674917459487915,0,1,False,Success
116,45,5,"Yes, it's a very nutritious vegetable.",Jiaozi\xa0Stuffed\xa0with Celery,Food recommendation,,1,4,0.398934006690979,0,0,False,
117,45,6,I really want to try it.,Jiaozi\xa0Stuffed\xa0with Celery,Food recommendation,,1,3,0.3192242980003357,0,1,False,Success
118,45,7,"Yes, if you want to eat, you can go to Minguo Seafood Dumping House. It's great.",Minguo Seafood Dumpling House,POI recommendation,"Minguo Seafood Dumpling House, Specials, Jiaozi\xa0Stuffed\xa0with Celery",1,5,0.5360107421875,0,0,False,
119,45,8,How much does this restaurant cost per person?,Minguo Seafood Dumpling House,POI recommendation,"Minguo Seafood Dumpling House, Price per person, 78",1,2,0.2772743701934814,0,1,True,Failure
120,45,9,It's 78.,Minguo Seafood Dumpling House,POI recommendation,"Minguo Seafood Dumpling House, Price per person, 78",1,3,0.3490204513072967,0,0,False,
121,45,10,Where's the address?,Minguo Seafood Dumpling House,POI recommendation,"Minguo Seafood Dumpling House, Address, No. 31, Zhongshan Road, Shinan District (MG Hotel, 280 meters north of the trestle bridge, diagonally opposite to Parkson)",1,1,0.3508783876895904,0,1,True,Failure
122,45,11,"It's located at No. 31, Zhongshan Road, Shinan District. It's near the Minguo Hotel, which is 281 meters north of trestle and opposite to Baisheng Shopping Mall.",Minguo Seafood Dumpling House,POI recommendation,"Minguo Seafood Dumpling House, Address, No. 31, Zhongshan Road, Shinan District (MG Hotel, 280 meters north of the trestle bridge, diagonally opposite to Parkson)",1,4,0.3303405940532684,0,0,False,
123,45,12,How do people score it?,Minguo Seafood Dumpling House,POI recommendation,"Minguo Seafood Dumpling House, Rating, 5",1,1,0.2520320117473602,0,1,True,Failure
124,45,13,It's as high as 5.,Minguo Seafood Dumpling House,POI recommendation,"Minguo Seafood Dumpling House, Rating, 5",1,5,0.4314472377300263,0,0,False,
125,45,14,"Ok, I'm going to try it with my friend at 6 p.m.",Minguo Seafood Dumpling House,POI recommendation,,1,3,0.6580233573913574,0,1,False,Success
126,45,15,"OK, I'll make a reservation for you.",Minguo Seafood Dumpling House,POI recommendation,,1,3,0.6339885592460632,0,0,False,
127,45,16,"OK, thank you. I'll take lunch break first. Bye.",Say goodbye,Say goodbye,,0,4,0.3071552515029907,0,1,False,
128,45,17,"Ok, good afternoon.",Say goodbye,Say goodbye,,0,3,0.4371484518051148,0,0,False,
129,48,0,"Good evening, Pingqin Chen. How are you?",Greetings,Greetings,,0,5,0.4751002788543701,1,0,False,
130,48,1,"Hello, I've been paying a bonus recently. I have a great time.",Greetings,Greetings,,0,5,0.7216464281082153,1,1,False,
131,48,2,"Congratulations.Since you're so happy, you can watch a movie to celebrate. By the way, do you usually like watching movies?",Greetings,Greetings,,0,5,0.4886762797832489,1,0,False,
132,48,3,"Yes, I like watching movies very much.",Greetings,Greetings,,0,5,0.4943563342094421,1,1,False,
133,48,4,What's your favorite movie?,Ask questions,Ask questions,"Pingqin Chen, Likes, The Little Prince",0,5,0.8241443634033203,1,0,False,
134,48,5,I prefer The Little Prince.,Ask questions,Ask questions,"Pingqin Chen, Likes, The Little Prince",0,3,0.5320100784301758,1,1,False,
135,48,6,Who's your favorite actor?,Ask questions,Ask questions,"Pingqin Chen, Likes, Xun Zhou",0,5,0.7431246638298035,1,0,False,
136,48,7,Xun Zhou is my favorite one.,Ask questions,Ask questions,"Pingqin Chen, Likes, Xun Zhou",0,5,0.8585659861564636,1,1,False,
137,48,8,Xun Zhou is very awesome. She has won the Hundred Flowers Awards for Best Actress.,Xun Zhou,Chat about stars,"Xun Zhou, Achievement, Best Actress of Hundred Flowers Award",0,5,0.8628543019294739,1,0,False,
138,48,9,"Yes, I like her very much. She is an implicit and low-key actress who can act.",Xun Zhou,Chat about stars,"Xun Zhou, Comments, She is a implicit, low-key and acting actress.",0,5,0.4800801873207092,1,1,False,
139,48,10,She also won the Hong Kong Film Award for Best Actress.,Xun Zhou,Chat about stars,"Xun Zhou, Achievement, Best Actress of Hong Kong Film Awards",0,4,0.3267466127872467,1,0,False,
140,48,11,"Yes, she is not a god or an immortal, but she is a charismatic actress.",Xun Zhou,Chat about stars,"Xun Zhou, Comments, She is neither a goddess nor a fairy. But she has a kind of magic.",0,5,0.5402117371559143,1,1,False,
141,48,12,"Well, you can see her A West Lake Moment. You should like it. Besides, the cooperation of Xun Zhou and  Kun Chen is very comfortable.",A West Lake Moment,Movie recommendation,"A West Lake Moment, Comments, Xun Zhou and Chen Kun’s co-starring in itself gave the audience a comfortable, nonsensical and unconstrained feel.",1,4,0.5693199038505554,1,0,False,
142,48,13,I've seen it already. Any other recommendations?,A West Lake Moment,Movie recommendation,,1,3,0.3327750563621521,1,1,False,Success
143,48,14,"Then you can see her The Little Chinese Seamstress, a southern love film during the cultural revolution, which is very similar to Yellow Earth.",The Little Chinese Seamstress,Movie recommendation,"The Little Chinese Seamstress, Comments, a southern literary romance like Yellow Earth against the background of Cultural Revolution",1,4,0.3966246545314789,1,0,False,
144,48,15,What's the score?,The Little Chinese Seamstress,Movie recommendation,"The Little Chinese Seamstress, Rating, 7.4",1,3,0.316224604845047,1,1,False,Success
145,48,16,The score is 7.4.,The Little Chinese Seamstress,Movie recommendation,"The Little Chinese Seamstress, Rating, 7.4",1,4,0.3173657953739166,1,0,False,
146,48,17,Sounds great. I'll see it.,The Little Chinese Seamstress,Movie recommendation,,1,5,0.6541202664375305,1,1,False,Success
147,48,18,You're going to love this movie.,The Little Chinese Seamstress,Movie recommendation,,1,5,0.8478881716728209,1,0,False,
148,48,19,"Yes, I'm looking forward to it!",The Little Chinese Seamstress,Movie recommendation,,1,5,0.4235140085220337,1,1,False,Success
149,48,20,"I'll be out of your hair. Talk to you next time, goodbye.",Say goodbye,Say goodbye,,0,5,0.3584984838962555,1,0,False,
150,48,21,Bye!,Say goodbye,Say goodbye,,0,5,0.5580794811248779,1,1,False,
151,57,0,Do you know when is Nicholas Tse's birthday?,Nicholas Tse,Q&A,"Nicholas Tse, Birthday, 1980 - 8 - 29",0,3,0.2679232358932495,0,1,False,
152,57,1,His birthday is August 29th.,Nicholas Tse,Q&A,"Nicholas Tse, Birthday, 1980 - 8 - 29",0,5,0.3574351966381073,0,0,False,
153,57,2,"OK, thank you! I see.",Nicholas Tse,Q&A,,0,5,0.3697299957275391,0,1,False,
154,57,3,You're welcome. I know he's a good family man in the entertainment industry.,Nicholas Tse,Chat about stars,"Nicholas Tse, Intro, family men in entertainment industry",0,5,0.5086271762847899,0,0,False,
155,57,4,"I envy his wife, haha.",Nicholas Tse,Chat about stars,,0,5,0.3349285423755646,0,1,False,
156,57,5,"Haha, let's care about his career. He has won the Golden Horse Award for Best Leading Actor, which is enough to show how good his acting skills are.",Nicholas Tse,Chat about stars,"Nicholas Tse, Awards, Golden Horse Award for Best Actor",0,3,0.2888190448284149,0,0,False,
